Verb,Date,Time,Country
create,2024-07-09,07:30,Falkland Islands
fix,2024-06-30,afternoon,Pakistan
add,2024-06-22,late evening,Sweden
organize,2024-07-03,late evening,Egypt
organize,2024-07-01,afternoon,Egypt
organize,2024-06-15,23:59,Uganda
set up,next year,04:00,Ukraine
set up,this Wednesday,10:00,Namibia
create,this Saturday,10:00,Lithuania
hold,next month,afternoon,Kazakhstan
hold,2024-07-07,09:00,Greece
plan,next weekend,08:45,Gibraltar
hold,tomorrow,23:59,Belgium
organize,next weekend,03:15 PM,Suriname
reserve,2024-06-30,early morning,Oman
set up,2024-06-24,late evening,Netherlands Antilles
fix,2024-06-17,07:30,Netherlands Antilles
plan,next weekend,02:00 AM,British Virgin Islands
fix,coming Friday,16:20,Niger
reserve,weekend evening,07:30,Isle of Man
set up,this Wednesday,evening,Japan
add,next Friday,09:00 AM,Sweden
fix,next weekend,02:00 AM,Croatia
reserve,2024-06-30,21:00,Cape Verde
create,2024-07-03,09:00 AM,El Salvador
add,this Wednesday,08:45,Guatemala
add,next Sunday,02:00 AM,Paraguay
schedule,this Saturday,10:00,St Kitts &amp; Nevis
fix,next Monday,early morning,Timor L'Este
arrange,2024-06-24,morning,Benin
fix,2024-06-16,18:45,Peru
schedule,2024-06-29,23:59,Tajikistan
book,2024-06-15,evening,Malawi
arrange,next Monday,21:00,Burundi
hold,tomorrow,18:45,Bahrain
organize,2024-06-23,11:00 PM,Samoa
hold,weekend evening,06:00,Burundi
set up,2024-06-16,09:00 AM,Guatemala
create,next Thursday,18:45,Hong Kong
reserve,the day after tomorrow,07:30,Vietnam
arrange,weekend evening,weekend evening,Moldova
organize,2024-06-17,10:30 PM,Chile
book,2024-07-06,10:00,Algeria
fix,2024-06-30,09:00 AM,Swaziland
add,this evening,21:00,Mali
organize,2024-07-09,late evening,Benin
reserve,2024-07-10,10:30 PM,Australia
arrange,coming Friday,11:00 PM,Uzbekistan
set up,next morning,23:59,Ukraine
book,2024-06-16,23:59,Peru
plan,next morning,12:00,Brazil
add,this evening,11:00 PM,Faroe Islands
schedule,first Monday of July,03:15 PM,Italy
set up,2024-07-03,16:20,Togo
add,2024-06-30,09:00 AM,Madagascar
arrange,2nd August,09:00 AM,Faroe Islands
arrange,next month,21:00,Poland
schedule,this Wednesday,evening,Macau
book,this evening,11:00 PM,Mauritania
organize,next morning,23:59,El Salvador
organize,2024-07-03,02:00 AM,Gambia
add,next morning,early morning,Congo
schedule,2024-07-10,06:00,Israel
plan,this Saturday,late evening,Ireland
plan,this Saturday,late evening,New Caledonia
organize,this Friday,weekend evening,Guyana
organize,coming Friday,early morning,Qatar
reserve,2024-06-22,07:30,Sierra Leone
set up,2024-07-09,18:45,Liberia
organize,2024-06-24,12:00,Peru
book,2024-06-16,23:59,Iceland
set up,tomorrow,23:59,Mozambique
schedule,2024-07-10,09:00 AM,Botswana
organize,2024-07-06,16:20,Kenya
reserve,tomorrow,18:45,Bosnia &amp; Herzegovina
book,first Monday of July,07:30,Colombia
arrange,coming Friday,evening,Rwanda
arrange,this evening,06:00,Falkland Islands
fix,2024-06-17,10:30 PM,Germany
organize,2024-07-07,16:20,Gibraltar
arrange,2024-06-29,16:20,Cyprus
hold,this afternoon,04:00,Sudan
plan,2024-07-07,12:00,Cameroon
schedule,2024-07-10,03:15 PM,Costa Rica
set up,2024-06-16,07:30,Nepal
fix,next morning,18:45,Netherlands Antilles
hold,2024-06-16,evening,British Virgin Islands
book,2024-06-16,07:30,South Korea
plan,this Saturday,06:00,Bangladesh
set up,weekend evening,morning,Zimbabwe
set up,2024-06-16,21:00,Cruise Ship
arrange,2024-07-03,23:59,Bosnia &amp; Herzegovina
create,coming Friday,02:00 AM,Czech Republic
hold,2024-06-24,07:30,El Salvador
set up,weekend evening,midnight,Montenegro
book,next year,23:59,Liberia
reserve,next morning,weekend evening,Nigeria
book,2024-07-09,late evening,Senegal
hold,next Friday,21:00,Australia
set up,2024-06-30,03:15 PM,Panama
arrange,2024-06-24,morning,Madagascar
add,weekend evening,early morning,Slovenia
add,next Friday,09:00,Isle of Man
hold,2024-06-23,03:15 PM,Tajikistan
reserve,next Monday,03:15 PM,Albania
reserve,2nd August,evening,Mongolia
schedule,2024-07-10,midnight,Latvia
create,2024-07-06,morning,Djibouti
reserve,2024-06-15,weekend evening,Haiti
book,the day after tomorrow,21:00,Switzerland
schedule,tomorrow,02:00 AM,Luxembourg
add,first Monday of July,03:15 PM,St Vincent
organize,2024-06-15,18:45,Lithuania
plan,this Friday,evening,Azerbaijan
schedule,2024-07-09,16:20,Afghanistan
plan,2024-07-06,02:00 AM,Mongolia
reserve,next year,06:00,St Lucia
hold,2024-06-30,11:00 PM,Bulgaria
add,2024-06-30,noon,United Kingdom
reserve,2024-06-21,10:00,Taiwan
add,2024-07-09,09:00,Uganda
create,this Saturday,23:59,Italy
arrange,weekend evening,06:00,Malawi
reserve,2024-07-09,noon,South Korea
add,the day after tomorrow,23:59,Nicaragua
arrange,2024-06-17,11:00 PM,Israel
set up,2024-07-09,04:00,Cruise Ship
book,2024-06-29,early morning,Cameroon
organize,2024-06-24,10:30 PM,Chad
organize,2024-07-07,11:00 PM,Hong Kong
reserve,2024-07-10,04:00,Singapore
fix,this afternoon,late evening,Seychelles
create,2024-07-01,18:45,Tajikistan
organize,this Friday,10:00,Congo
book,weekend evening,16:20,Hong Kong
fix,this Friday,late evening,Chad
create,2024-06-17,07:30,Palestine
book,first Monday of July,12:00,Guinea
arrange,next Monday,16:20,Serbia
reserve,this Friday,23:59,Armenia
add,2024-06-30,09:00 AM,Poland
reserve,2024-06-15,10:30 PM,Guernsey
book,2024-06-15,06:00,Seychelles
plan,weekend evening,noon,United Kingdom
schedule,coming weekend,12:00,Brazil
set up,this afternoon,14:00,Kuwait
set up,2024-06-16,early morning,Faroe Islands
create,next Friday,09:00 AM,France
add,2024-06-16,12:00,Taiwan
hold,2024-06-23,06:00,Satellite
set up,coming weekend,early morning,Equatorial Guinea
reserve,2024-06-29,afternoon,Gibraltar
set up,next month,06:00,Morocco
plan,next morning,11:00 PM,St Lucia
book,2024-07-06,16:20,South Africa
fix,coming Friday,09:00 AM,Austria
arrange,weekend evening,midnight,Morocco
arrange,next Sunday,16:20,Bosnia &amp; Herzegovina
add,next month,07:30,Satellite
schedule,next weekend,late evening,Guinea
plan,2024-06-24,afternoon,Brazil
schedule,2024-06-15,23:59,Zimbabwe
add,2024-06-15,18:45,Russia
arrange,2024-06-30,18:45,Montenegro
plan,2024-06-15,06:00,Poland
schedule,next month,10:30 PM,Netherlands Antilles
fix,2024-06-23,03:15 PM,Fiji
book,next morning,10:30 PM,Tunisia
create,2024-06-30,18:45,Lesotho
plan,weekend evening,12:00,Zambia
reserve,tomorrow,10:30 PM,Tunisia
organize,the day after tomorrow,18:45,Brunei
reserve,next Thursday,08:45,Mauritius
add,next Friday,weekend evening,Moldova
add,tomorrow,18:45,Cambodia
fix,2024-07-03,11:00 PM,Trinidad &amp; Tobago
book,2024-06-16,08:45,Lithuania
organize,2024-06-15,11:00 PM,New Zealand
add,2024-06-21,16:20,Burkina Faso
set up,2024-06-23,12:00,Hong Kong
add,2024-06-30,early morning,Australia
set up,2024-06-15,10:00,Slovenia
fix,first Monday of July,midnight,Germany
create,next weekend,14:00,Zimbabwe
schedule,tomorrow,06:00,Angola
arrange,2024-06-17,noon,Laos
set up,next month,morning,Malta
plan,coming Friday,02:00 AM,Guernsey
hold,next Thursday,11:00 PM,Antigua &amp; Barbuda
fix,this Wednesday,02:00 AM,Bangladesh
hold,2024-07-10,16:20,Mauritius
fix,2024-06-29,afternoon,Guinea Bissau
fix,coming Friday,09:00 AM,Zimbabwe
organize,2024-07-10,18:45,Nepal
hold,2024-06-16,18:45,Poland
create,2024-06-23,04:00,Rwanda
arrange,the day after tomorrow,08:45,France
hold,2024-06-15,02:00 AM,Guatemala
add,tomorrow,02:00 AM,Reunion
hold,coming Friday,afternoon,Costa Rica
set up,2024-06-29,02:00 AM,Cambodia
set up,2nd August,23:59,Saudi Arabia
hold,2024-06-29,12:00,Mongolia
arrange,2024-07-09,16:20,Slovakia
arrange,this Saturday,18:45,Honduras
arrange,first Monday of July,16:20,Bhutan
reserve,next Monday,16:20,Tanzania
book,next Sunday,09:00 AM,Argentina
reserve,2024-06-30,07:30,Czech Republic
fix,next Thursday,03:15 PM,Bulgaria
arrange,2024-06-15,23:59,French Polynesia
organize,next Friday,02:00 AM,Tajikistan
organize,2024-07-03,12:00,Netherlands
add,2024-06-15,evening,Bolivia
schedule,2024-06-15,03:15 PM,Faroe Islands
book,2024-06-16,14:00,Trinidad &amp; Tobago
organize,next Friday,21:00,Egypt
set up,this evening,evening,Armenia
add,this evening,midnight,Cape Verde
create,next morning,03:15 PM,Bolivia
arrange,next weekend,23:59,Argentina
reserve,weekend evening,14:00,Gambia
schedule,2024-07-06,afternoon,Saint Pierre &amp; Miquelon
plan,tomorrow,02:00 AM,Guyana
add,this evening,early morning,San Marino
organize,this afternoon,noon,Finland
hold,2024-07-10,11:00 PM,Aruba
set up,this afternoon,afternoon,Kenya
reserve,coming Friday,evening,Ghana
plan,next month,21:00,India
reserve,next morning,18:45,Algeria
book,2024-06-23,11:00 PM,Uzbekistan
set up,2024-06-29,12:00,Kuwait
plan,2024-07-07,09:00,Paraguay
organize,this evening,14:00,Saint Pierre &amp; Miquelon
book,2024-07-06,10:00,Nicaragua
book,this evening,weekend evening,El Salvador
add,this afternoon,10:00,Azerbaijan
book,next weekend,07:30,Malta
hold,2024-07-09,10:30 PM,Spain
plan,2024-06-16,03:15 PM,Germany
create,2024-06-24,afternoon,El Salvador
organize,this evening,03:15 PM,Bosnia &amp; Herzegovina
fix,2024-07-10,14:00,Kyrgyz Republic
schedule,2024-07-07,09:00,Kazakhstan
reserve,2024-06-22,07:30,St Kitts &amp; Nevis
reserve,2024-06-21,09:00,Tanzania
plan,this Wednesday,04:00,Cameroon
schedule,next Friday,10:30 PM,Iraq
organize,the day after tomorrow,07:30,Nigeria
organize,next Friday,16:20,Cote D Ivoire
arrange,2024-07-03,10:00,Serbia
schedule,2024-06-30,midnight,Anguilla
fix,2024-06-30,09:00,Yemen
arrange,2024-07-07,06:00,Guinea
arrange,this Wednesday,11:00 PM,Panama
plan,this Friday,07:30,Montserrat
hold,coming weekend,midnight,Germany
arrange,2nd August,08:45,Trinidad &amp; Tobago
create,2024-06-15,02:00 AM,Latvia
plan,2024-06-21,midnight,Turks &amp; Caicos
hold,weekend evening,weekend evening,Tunisia
add,next weekend,midnight,Russia
book,this Friday,06:00,Switzerland
hold,next Monday,10:30 PM,Honduras
set up,2024-06-21,evening,Seychelles
set up,this Wednesday,weekend evening,Rwanda
add,2024-07-10,early morning,Finland
book,2024-06-23,02:00 AM,Kazakhstan
arrange,coming weekend,04:00,Cruise Ship
arrange,2024-07-01,evening,Falkland Islands
book,2024-06-29,06:00,Algeria
hold,this Wednesday,09:00,Burundi
create,next Sunday,23:59,Denmark
reserve,next Friday,afternoon,Timor L'Este
create,next Monday,09:00 AM,Honduras
set up,next weekend,noon,Papua New Guinea
plan,next Sunday,21:00,Ukraine
create,next month,09:00,Niger
arrange,2024-06-16,09:00 AM,Lithuania
add,2024-06-29,09:00,Montserrat
fix,next Thursday,09:00,Czech Republic
create,2024-06-30,10:00,Faroe Islands
organize,2024-07-09,04:00,Bahamas
plan,2024-07-09,21:00,Ecuador
hold,2024-07-10,04:00,Iceland
reserve,2024-06-23,morning,Lithuania
plan,2024-06-21,evening,Virgin Islands (US)
schedule,2024-06-17,morning,Isle of Man
add,this Saturday,10:30 PM,Slovakia
hold,2024-07-03,14:00,France
plan,next morning,10:00,Kyrgyz Republic
fix,2024-06-16,09:00 AM,St. Lucia
set up,2nd August,04:00,Netherlands
create,2024-06-21,23:59,Bhutan
set up,2024-06-24,12:00,Egypt
create,next morning,morning,Malawi
create,2024-07-07,08:45,Venezuela
set up,the day after tomorrow,18:45,Tunisia
reserve,next morning,03:15 PM,Puerto Rico
reserve,2024-06-29,16:20,Tajikistan
add,2024-06-29,03:15 PM,Belize
schedule,next year,midnight,Malaysia
hold,2024-07-01,afternoon,Namibia
create,next year,07:30,Germany
organize,2024-06-22,02:00 AM,Senegal
schedule,2024-07-06,21:00,Falkland Islands
reserve,2024-06-22,morning,Guatemala
book,next Monday,morning,El Salvador
plan,coming Friday,02:00 AM,Reunion
plan,coming weekend,04:00,Zambia
hold,2024-07-03,14:00,Uganda
add,2024-06-30,noon,Swaziland
add,next weekend,06:00,Macau
set up,2024-06-15,14:00,Cayman Islands
schedule,this afternoon,06:00,Switzerland
hold,weekend evening,09:00,Armenia
add,coming weekend,10:00,Serbia
plan,2024-07-09,weekend evening,Hong Kong
book,next month,09:00 AM,Serbia
plan,2024-06-16,12:00,India
reserve,2024-06-15,03:15 PM,Oman
hold,first Monday of July,09:00 AM,United Kingdom
book,this afternoon,weekend evening,Bhutan
organize,2024-07-03,08:45,Iraq
organize,2024-06-15,18:45,Senegal
plan,2024-07-06,afternoon,Bhutan
hold,this evening,afternoon,Guinea Bissau
plan,this Friday,12:00,Croatia
set up,next Monday,evening,Bahrain
organize,2024-06-30,18:45,Poland
book,this Saturday,16:20,Liberia
set up,next Thursday,early morning,Finland
plan,2024-06-16,16:20,Botswana
set up,coming weekend,18:45,Saudi Arabia
hold,2024-07-01,noon,Faroe Islands
fix,2024-07-06,early morning,Tonga
arrange,2024-06-29,11:00 PM,Uzbekistan
schedule,2024-06-24,18:45,Estonia
set up,2024-07-07,14:00,Panama
set up,this afternoon,18:45,Burundi
add,2024-06-23,noon,Lebanon
add,next Friday,10:00,Belarus
arrange,2024-06-15,06:00,Montenegro
hold,next weekend,late evening,Hungary
fix,next year,10:00,Estonia
create,this Saturday,late evening,Azerbaijan
arrange,coming Friday,06:00,Monaco
arrange,the day after tomorrow,14:00,Liechtenstein
organize,2024-06-17,weekend evening,Iceland
fix,2024-07-06,02:00 AM,Morocco
create,next morning,early morning,Honduras
book,this Wednesday,14:00,Benin
plan,2024-06-15,12:00,Isle of Man
book,2024-06-16,weekend evening,Greenland
create,next Thursday,morning,Belize
plan,2024-06-21,11:00 PM,Malta
set up,2024-06-30,18:45,Sri Lanka
plan,2024-06-15,04:00,Bermuda
arrange,this Wednesday,09:00,Maldives
hold,2nd August,weekend evening,United Arab Emirates
add,2024-06-30,09:00,Saint Pierre &amp; Miquelon
hold,coming weekend,morning,Argentina
arrange,next morning,14:00,New Zealand
book,2024-06-16,04:00,Belgium
reserve,2024-07-06,12:00,Cape Verde
fix,next Sunday,morning,Lebanon
add,2024-07-07,early morning,Iran
arrange,2024-06-30,evening,Ukraine
add,next Monday,10:30 PM,Gambia
add,next Monday,08:45,Swaziland
reserve,2024-06-15,midnight,South Korea
create,2024-06-16,weekend evening,New Zealand
schedule,2024-06-30,midnight,Libya
fix,2024-06-30,weekend evening,Azerbaijan
organize,2024-06-15,morning,Cote D Ivoire
hold,2024-06-29,11:00 PM,Cape Verde
fix,2024-07-01,evening,Isle of Man
plan,this Wednesday,16:20,Lebanon
set up,next year,10:30 PM,Satellite
fix,2024-07-01,10:30 PM,Turkmenistan
fix,2024-06-17,07:30,Madagascar
create,next morning,10:30 PM,Slovakia
schedule,2024-06-30,07:30,Afghanistan
fix,2024-06-21,morning,France
plan,this Wednesday,03:15 PM,Suriname
create,next Thursday,10:30 PM,Burundi
add,next Monday,11:00 PM,Nepal
fix,this Wednesday,weekend evening,Chile
create,next Sunday,21:00,Jordan
create,2024-07-01,late evening,Nicaragua
set up,2024-06-15,14:00,Israel
reserve,next Sunday,midnight,Greece
reserve,2024-06-17,weekend evening,Swaziland
fix,next Thursday,evening,Slovakia
fix,2024-06-23,evening,Bulgaria
book,next month,early morning,Mauritius
create,this Friday,14:00,Taiwan
book,this afternoon,noon,Cayman Islands
set up,weekend evening,noon,Cuba
arrange,2024-07-09,afternoon,Denmark
plan,2024-06-22,23:59,Kuwait
book,2024-06-29,21:00,Qatar
organize,next Sunday,morning,Rwanda
set up,2024-06-15,03:15 PM,Maldives
fix,coming Friday,04:00,Tanzania
fix,2024-06-22,noon,Iraq
schedule,this Wednesday,early morning,Romania
hold,2024-07-01,late evening,Tonga
fix,this Saturday,04:00,Romania
create,2024-06-22,09:00 AM,Tajikistan
reserve,2024-06-16,06:00,Hungary
add,next Friday,morning,Cape Verde
reserve,next Friday,morning,Puerto Rico
schedule,2024-07-10,02:00 AM,Ireland
hold,next year,noon,French Polynesia
set up,next year,10:00,Papua New Guinea
set up,2024-07-06,12:00,St Lucia
schedule,2024-07-09,03:15 PM,India
organize,2024-07-10,06:00,Sweden
schedule,next month,04:00,Italy
arrange,2024-06-15,16:20,Brazil
create,2024-06-29,11:00 PM,Antigua &amp; Barbuda
add,this Wednesday,early morning,Sweden
fix,2024-06-30,noon,Bahamas
schedule,2024-06-30,midnight,South Korea
create,next Monday,early morning,Georgia
set up,2024-07-03,11:00 PM,Gabon
add,2024-07-09,09:00,Isle of Man
hold,this Friday,11:00 PM,Cote D Ivoire
set up,2024-07-09,early morning,Romania
fix,this Friday,09:00,Madagascar
reserve,weekend evening,16:20,El Salvador
organize,2024-07-06,14:00,Rwanda
organize,the day after tomorrow,07:30,Germany
fix,2024-07-06,noon,Peru
book,2024-06-15,08:45,Andorra
schedule,2024-07-01,midnight,Philippines
add,coming weekend,morning,Cook Islands
set up,2024-06-17,09:00 AM,Syria
arrange,next Monday,10:00,Kazakhstan
hold,coming Friday,10:30 PM,Iceland
schedule,2024-06-16,weekend evening,Uruguay
book,this evening,08:45,Chile
create,next Friday,afternoon,Armenia
plan,2024-06-17,evening,San Marino
hold,2024-07-10,evening,Cuba
hold,next morning,14:00,Madagascar
fix,weekend evening,08:45,Romania
reserve,2024-06-15,08:45,Ethiopia
hold,the day after tomorrow,08:45,Vietnam
set up,next Friday,evening,Botswana
organize,2024-06-22,09:00 AM,Tajikistan
add,this Friday,18:45,Equatorial Guinea
book,next Sunday,weekend evening,Guernsey
set up,next Thursday,late evening,Azerbaijan
set up,this afternoon,06:00,Ghana
book,coming Friday,weekend evening,Greenland
add,2024-06-15,morning,Suriname
reserve,2024-07-09,07:30,Belgium
reserve,2024-07-01,03:15 PM,Botswana
add,2024-07-07,16:20,Philippines
organize,next Friday,16:20,Lesotho
organize,next month,early morning,Faroe Islands
arrange,2024-06-22,11:00 PM,Antigua &amp; Barbuda
fix,weekend evening,10:30 PM,Liberia
hold,2024-06-15,03:15 PM,Turkmenistan
add,this Wednesday,weekend evening,Poland
set up,weekend evening,09:00 AM,India
set up,2024-06-16,16:20,Algeria
schedule,this Saturday,noon,Uruguay
set up,next month,weekend evening,Bahamas
organize,next Friday,21:00,Reunion
book,2024-06-30,12:00,Guinea Bissau
schedule,2024-06-30,03:15 PM,Namibia
add,next Monday,23:59,Jersey
arrange,2024-06-15,04:00,Isle of Man
schedule,coming Friday,morning,New Zealand
set up,this afternoon,04:00,Nigeria
schedule,2024-06-15,02:00 AM,Chad
add,2024-07-06,18:45,French West Indies
hold,this Saturday,10:30 PM,Belize
plan,2nd August,weekend evening,Afghanistan
create,2nd August,12:00,Burkina Faso
plan,the day after tomorrow,weekend evening,Bolivia
plan,next Friday,noon,Malta
organize,2024-07-06,23:59,Malawi
reserve,2024-06-24,08:45,Trinidad &amp; Tobago
create,2024-06-23,16:20,France
add,this Friday,late evening,United Kingdom
fix,coming weekend,23:59,Madagascar
organize,this Saturday,weekend evening,Virgin Islands (US)
schedule,next Sunday,late evening,Bosnia &amp; Herzegovina
schedule,2024-07-09,21:00,Costa Rica
set up,the day after tomorrow,noon,British Virgin Islands
create,2024-06-22,09:00 AM,Uganda
organize,next Sunday,14:00,Mexico
fix,2024-07-09,noon,St Kitts &amp; Nevis
plan,2024-06-22,10:30 PM,Tajikistan
schedule,2024-06-30,21:00,Lebanon
hold,2024-06-29,08:45,Gambia
schedule,next Thursday,10:00,Namibia
fix,2024-06-23,18:45,Bulgaria
fix,2024-07-10,10:00,Palestine
book,next morning,09:00,Costa Rica
add,2024-07-03,morning,Ghana
book,this afternoon,09:00 AM,Pakistan
reserve,2024-06-24,08:45,Saudi Arabia
add,2024-06-30,16:20,Lesotho
plan,weekend evening,21:00,Mozambique
organize,2024-06-17,04:00,Belarus
book,2024-07-07,06:00,Luxembourg
reserve,2024-07-03,afternoon,Cyprus
organize,2024-07-01,late evening,Tajikistan
hold,2024-06-24,late evening,Ghana
book,this Wednesday,06:00,Barbados
hold,2024-06-15,evening,St. Lucia
organize,this Friday,12:00,United Kingdom
set up,2024-06-24,16:20,Czech Republic
fix,2024-06-29,evening,Isle of Man
book,next Sunday,morning,Moldova
set up,this afternoon,08:45,Kyrgyz Republic
