Verb,Date,Time,Country
create,2024-06-30,12:00,Poland
add,next Monday,10:00,Syria
set up,the day after tomorrow,14:00,Samoa
organize,2024-07-05,23:59,New Zealand
reserve,weekend evening,evening,Equatorial Guinea
book,next Thursday,18:45,Philippines
reserve,2024-06-14,06:00,Laos
set up,tomorrow,03:15 PM,Malawi
create,next weekend,23:59,French West Indies
reserve,2024-06-30,early morning,Belize
fix,2024-06-15,09:00 AM,Monaco
arrange,tomorrow,weekend evening,China
book,2nd August,06:00,Cook Islands
schedule,this Wednesday,12:00,Dominican Republic
reserve,next month,12:00,Equatorial Guinea
arrange,2024-06-15,10:30 PM,Algeria
hold,2024-06-30,14:00,China
reserve,2024-06-15,08:45,Guatemala
hold,2024-07-06,early morning,India
add,2024-07-05,07:30,Laos
schedule,2024-07-05,10:30 PM,Zambia
plan,this Friday,afternoon,Falkland Islands
organize,weekend evening,23:59,Costa Rica
schedule,next Monday,evening,Sweden
create,2024-07-02,10:30 PM,Luxembourg
add,2024-06-29,morning,Swaziland
organize,next Friday,21:00,Mozambique
organize,next year,18:45,Honduras
set up,2024-07-07,09:00 AM,Vietnam
plan,2024-06-29,14:00,Kazakhstan
add,this evening,early morning,Reunion
schedule,2024-07-11,10:30 PM,Finland
fix,coming Friday,afternoon,Satellite
hold,next Friday,04:00,Israel
set up,2024-06-23,09:00,Thailand
arrange,coming Friday,11:00 PM,Satellite
arrange,2024-06-22,12:00,Puerto Rico
arrange,2024-07-06,08:45,Fiji
fix,next month,14:00,Georgia
fix,coming weekend,21:00,Georgia
fix,the day after tomorrow,08:45,Czech Republic
schedule,this Saturday,midnight,Mongolia
fix,2024-07-07,16:20,Virgin Islands (US)
organize,next morning,morning,Haiti
organize,2024-07-06,morning,Anguilla
organize,2024-06-29,18:45,Bangladesh
create,the day after tomorrow,evening,Algeria
plan,2024-07-07,late evening,Qatar
book,next year,21:00,Tonga
organize,2024-06-22,21:00,Moldova
schedule,2024-07-11,09:00 AM,Switzerland
arrange,coming Friday,evening,Puerto Rico
set up,next Thursday,03:15 PM,Botswana
set up,2024-06-16,08:45,Swaziland
set up,2024-07-07,09:00 AM,Mauritania
plan,2024-06-30,midnight,Dominica
book,2024-06-29,08:45,Tunisia
plan,this Wednesday,18:45,France
add,2024-06-30,midnight,Armenia
fix,2024-06-30,02:00 AM,Dominica
fix,coming Friday,09:00 AM,Madagascar
create,2024-06-30,16:20,Belgium
book,2024-06-29,late evening,Palestine
reserve,the day after tomorrow,23:59,Mali
fix,2024-06-22,02:00 AM,Rwanda
hold,2024-07-11,10:00,Croatia
schedule,2024-06-14,weekend evening,Greenland
hold,2024-07-11,afternoon,New Caledonia
create,this Wednesday,10:30 PM,Portugal
set up,2024-07-02,18:45,Qatar
hold,2024-07-11,10:30 PM,Mozambique
arrange,2024-06-15,18:45,Cote D Ivoire
add,2024-06-26,03:15 PM,Bangladesh
add,2024-07-06,16:20,India
organize,2024-06-15,16:20,Burkina Faso
add,2024-06-22,23:59,Egypt
hold,2024-06-22,morning,Belarus
set up,the day after tomorrow,weekend evening,Israel
set up,2024-06-30,midnight,Fiji
schedule,this Friday,06:00,Oman
organize,2024-06-26,09:00,Moldova
schedule,this evening,21:00,Bahamas
reserve,next month,23:59,St Lucia
arrange,2024-07-05,12:00,French Polynesia
fix,2024-07-05,07:30,Burundi
reserve,2024-07-04,09:00,Tajikistan
plan,this afternoon,12:00,Algeria
set up,next Monday,21:00,Macau
set up,2024-06-29,noon,Mali
reserve,2024-06-15,late evening,Cape Verde
plan,2024-07-06,noon,Vietnam
organize,2024-06-15,09:00,Palestine
book,2024-07-07,04:00,Italy
reserve,first Monday of July,18:45,Oman
plan,coming weekend,10:00,Oman
schedule,coming Friday,late evening,Antigua &amp; Barbuda
schedule,the day after tomorrow,04:00,Suriname
create,2024-07-05,21:00,Pakistan
create,2024-07-06,02:00 AM,Jersey
schedule,this Saturday,08:45,San Marino
reserve,2024-06-29,02:00 AM,Egypt
schedule,2024-06-16,weekend evening,Jersey
organize,2024-06-22,08:45,Turkmenistan
reserve,2024-07-11,16:20,Yemen
book,coming weekend,early morning,Satellite
plan,next Sunday,12:00,Timor L'Este
reserve,2024-07-07,10:00,Hong Kong
fix,2024-07-07,06:00,Libya
schedule,2024-07-06,11:00 PM,Trinidad &amp; Tobago
add,2024-06-15,04:00,Hong Kong
book,2024-06-22,16:20,Bangladesh
set up,2024-07-06,04:00,Slovakia
plan,next morning,10:30 PM,Saint Pierre &amp; Miquelon
organize,2024-06-30,afternoon,Argentina
organize,2024-07-05,late evening,United Arab Emirates
reserve,next year,evening,St Vincent
reserve,2024-06-30,early morning,Lithuania
plan,next Thursday,08:45,Tonga
schedule,next Monday,11:00 PM,Pakistan
set up,this Wednesday,21:00,Guinea
hold,2nd August,10:00,Guyana
hold,next month,23:59,Argentina
plan,2024-06-14,afternoon,Slovenia
book,this Saturday,07:30,Libya
organize,this evening,10:00,Cameroon
organize,2024-06-22,weekend evening,Sweden
plan,coming weekend,08:45,St Kitts &amp; Nevis
hold,2024-06-30,weekend evening,Turkmenistan
hold,2024-06-29,02:00 AM,Swaziland
schedule,2024-07-06,08:45,Turks &amp; Caicos
add,this Saturday,07:30,Albania
set up,2024-06-16,09:00,Angola
organize,this evening,morning,Tajikistan
create,first Monday of July,10:30 PM,Greece
add,next morning,late evening,Bhutan
add,next Friday,16:20,Georgia
set up,coming Friday,04:00,Albania
organize,tomorrow,08:45,Monaco
fix,2024-06-14,02:00 AM,Macau
arrange,2024-07-05,10:30 PM,Austria
fix,2024-06-29,late evening,Romania
fix,2024-07-06,18:45,Kenya
schedule,2024-06-16,08:45,Uganda
schedule,next Thursday,16:20,Equatorial Guinea
set up,next year,04:00,Falkland Islands
hold,next morning,afternoon,St Lucia
arrange,this Saturday,07:30,Finland
schedule,2024-06-23,11:00 PM,India
add,2024-06-14,early morning,Libya
schedule,2024-07-07,evening,Swaziland
organize,next weekend,early morning,Niger
create,next Monday,10:00,Fiji
book,2nd August,18:45,Colombia
fix,2024-07-11,04:00,Panama
hold,2024-07-04,11:00 PM,Macedonia
reserve,2024-06-30,06:00,Malawi
hold,next Sunday,09:00 AM,Tonga
book,2024-07-05,morning,Kenya
hold,2024-06-30,03:15 PM,New Caledonia
organize,2024-07-06,11:00 PM,Peru
schedule,tomorrow,11:00 PM,Israel
schedule,2024-06-30,02:00 AM,Bermuda
schedule,2024-06-30,12:00,Cook Islands
reserve,tomorrow,07:30,Algeria
plan,2024-06-14,noon,Samoa
